,ln71,ln81,edit,dl,jaro,jw,bag,pw,sw,lcs3avg,lcs2avg,lcs3sht,lcs2sht,lcs3long,lcs2long,SWlong,SWsht,SWavg,1gramslong,1gramssht,1gramsavg,pad1gramslong,pad1gramssht,pad1gramsavg,2gramslong,2gramssht,2gramsavg,pad2gramslong,pad2gramssht,pad2gramsavg,3gramslong,3gramssht,3gramsavg,pad3gramslong,pad3gramssht,pad3gramsavg,pos1gramsavg,pos1gramssht,pos1gramslong,pos2gramsavg,pos2gramssht,pos2gramslong,pos3gramsavg,pos3gramssht,pos3gramslong,padpos1gramsavg,padpos1gramssht,padpos1gramslong,padpos2gramsavg,padpos2gramssht,padpos2gramslong,padpos3gramsavg,padpos3gramssht,padpos3gramslong,padskipgramslong,padskipgramssht,padskipgramsavg,skipgramslong,skipgramssht,skipgramsavg,Soundex,Phonex,Phonix,NYSIIS,D-Metaphone,FuzSoundex,Genjac2j,Genjac3j,Genjac2jw,Genjac3jw,Mong2j,Mong3j,Mong2jw,Mong3jw,editex,SAPSavg,SAPSsht,SAPSlong,len1,len2,s1,s2,v1,v2,c1,c2,difflen,diffvow,diffcons,diffsyl
28,monica,absalom,0,0,0.436507937,0.436507937,0.428571429,0.436507937,0.436507937,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.2,0.233333333,0.215384615,0.428571429,0.5,0.461538462,0.428571429,0.5,0.461538462,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0.333333343,0.433333349,0.346666688,0.446666682,0.47619049,0.541666687,0.495238125,0.563888907,0.142857143,0,0,0,6,7,3,3,3,3,3,4,-1,0,-1,0
29,william,achille,0.142857143,0.142857143,0.619047619,0.619047619,0.571428571,0.619047619,0.619047619,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.485714286,0.485714286,0.485714286,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.333333333,0.333333333,0.333333333,0.25,0.25,0.25,0.2,0.2,0.2,0.111111111,0.111111111,0.111111111,0.428571429,0.428571429,0.428571429,0.333333333,0.333333333,0.333333333,0.2,0.2,0.2,0.428571429,0.428571429,0.428571429,0.25,0.25,0.25,0.111111111,0.111111111,0.111111111,0.166666667,0.166666667,0.166666667,0.230769231,0.230769231,0.230769231,0.25,0.25,0.25,0.25,0.333333333,0.25,0.592592604,0.577777791,0.603703724,0.600000012,0.750000015,0.703703721,0.766666695,0.733333349,0.285714286,0,0,0,7,7,2,1,3,3,4,4,0,0,0,1
30,alica,achsa,0.4,0.4,0.6,0.64,0.6,0.64,0.64,0.2,0.2,0.2,0.2,0.2,0.2,0.28,0.28,0.28,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0.285714286,0.285714286,0.285714286,0.6,0.6,0.6,0,0,0,0,0,0,0.6,0.6,0.6,0.333333333,0.333333333,0.333333333,0.285714286,0.285714286,0.285714286,0.153846154,0.153846154,0.153846154,0,0,0,0.75,0.5,0.5,0.25,0.333333333,0.5,0.416666672,0.583333343,0.425000012,0.594444454,0.666666677,0.746031761,0.677777797,0.758730173,0.5,0.1,0.1,0.1,5,5,3,2,3,2,2,3,0,1,-1,1
31,charles,ada,0.142857143,0.142857143,0.492063492,0.492063492,0.142857143,0.492063492,0.492063492,0.2,0.2,0.333333333,0.333333333,0.142857143,0.142857143,0.142857143,0.333333333,0.2,0.142857143,0.333333333,0.2,0.142857143,0.333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.333333333,0.142857143,0,0,0,0,0,0,0.2,0.333333333,0.142857143,0,0,0,0,0,0,0.027777778,0.0625,0.038461538,0,0,0,0,0.5,0.25,0.25,0,0,0.333333343,0.358024703,0.229629642,0.372839517,0.333333343,0.481481499,0.341666684,0.496296313,0.285714286,0,0,0,7,3,2,2,2,2,5,1,4,0,4,0
32,cristyann,adda,0.111111111,0.111111111,0.453703704,0.453703704,0.111111111,0.453703704,0.453703704,0.153846154,0.153846154,0.25,0.25,0.111111111,0.111111111,0.111111111,0.25,0.153846154,0.111111111,0.25,0.153846154,0.111111111,0.25,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0.24242425,0.343434355,0.172222232,0.355555567,0.266666675,0.393939408,0.273333347,0.40606062,0.333333333,0,0,0,9,4,2,2,2,2,7,2,5,0,5,0
33,franklin,addie,0.25,0.25,0.55,0.55,0.25,0.55,0.55,0.153846154,0.153846154,0.2,0.2,0.125,0.125,0.125,0.2,0.153846154,0.25,0.4,0.307692308,0.25,0.4,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.2,0.125,0,0,0,0,0,0,0.153846154,0.2,0.125,0,0,0,0,0,0,0.048780488,0.076923077,0.059701493,0,0,0,0,0,0,0,0,0,0.333333343,0.45555557,0.343333352,0.471111125,0.444444458,0.566666687,0.455555578,0.582222241,0.25,0,0,0,8,5,2,1,2,3,6,2,3,-1,4,1
34,stillwill,eady,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044444444,0.1,0.061538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0,0.25,0.25,0.121212125,0.222222229,0.12424243,0.229629636,0.133333337,0.24242425,0.136666673,0.250505057,0.333333333,0,0,0,9,4,2,2,2,2,7,2,5,0,5,0
35,anastasie,eva,0.111111111,0.111111111,0.481481481,0.481481481,0.222222222,0.481481481,0.481481481,0.166666667,0.166666667,0.333333333,0.333333333,0.111111111,0.111111111,0.111111111,0.333333333,0.166666667,0.222222222,0.666666667,0.333333333,0.222222222,0.666666667,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.333333333,0.111111111,0,0,0,0,0,0,0.166666667,0.333333333,0.111111111,0,0,0,0,0,0,0.02173913,0.0625,0.032258065,0,0,0,0,0.25,0.25,0,0.25,0,0.296296305,0.292929303,0.307407426,0.30101011,0.533333349,0.59595962,0.55000003,0.616161639,0.222222222,0,0,0,9,3,1,2,5,2,4,1,6,3,3,-1
36,ellen,lulu,0.2,0.2,0.633333333,0.633333333,0.4,0.633333333,0.633333333,0.222222222,0.222222222,0.25,0.25,0.2,0.2,0.28,0.35,0.311111111,0.4,0.5,0.444444444,0.4,0.5,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0.5,0.4,0,0,0,0,0,0,0.444444444,0.5,0.4,0,0,0,0,0,0,0.153846154,0.19047619,0.170212766,0.0625,0.090909091,0.074074074,0.5,0.5,0.5,0.5,0.333333333,0.5,0.444444458,0.539682559,0.455555578,0.565079382,0.555555572,0.650793672,0.572222253,0.673015893,0.4,0,0,0,5,4,2,2,2,2,3,2,1,0,1,0
37,dorila,adaline,0.285714286,0.285714286,0.531746032,0.531746032,0.571428571,0.531746032,0.531746032,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.4,0.466666667,0.430769231,0.571428571,0.666666667,0.615384615,0.571428571,0.666666667,0.615384615,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,0.5,0.428571429,0,0,0,0,0,0,0.461538462,0.5,0.428571429,0,0,0,0,0,0,0.083333333,0.096774194,0.089552239,0.038461538,0.047619048,0.042553191,0.25,0.25,0.25,0.25,0.25,0.25,0.444444458,0.433333349,0.350000024,0.45555557,0.571428588,0.611111134,0.595238132,0.63888891,0.5,0,0,0,6,7,3,1,3,4,3,3,-1,-1,0,2
38,margaretta,adelaide,0.1,0.1,0.447222222,0.447222222,0.3,0.447222222,0.447222222,0.111111111,0.111111111,0.125,0.125,0.1,0.1,0.12,0.15,0.133333333,0.3,0.375,0.333333333,0.3,0.375,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.375,0.3,0,0,0,0,0,0,0.333333333,0.375,0.3,0,0,0,0,0,0,0.078431373,0.097560976,0.086956522,0.073170732,0.096774194,0.083333333,0,0.25,0.25,0,0,0,0.333333343,0.435897451,0.344444464,0.379365091,0.545454562,0.629629652,0.56060609,0.644444466,0.4,0,0,0,10,8,4,1,4,5,6,3,2,-1,3,3
39,jane,adeline,0.285714286,0.285714286,0.595238095,0.595238095,0.428571429,0.595238095,0.595238095,0.363636364,0.363636364,0.5,0.5,0.285714286,0.285714286,0.342857143,0.6,0.436363636,0.428571429,0.75,0.545454545,0.428571429,0.75,0.545454545,0.166666667,0.333333333,0.222222222,0.25,0.4,0.307692308,0,0,0,0.222222222,0.333333333,0.266666667,0.363636364,0.5,0.285714286,0,0,0,0,0,0,0.363636364,0.5,0.285714286,0,0,0,0,0,0,0.25,0.428571429,0.315789474,0.153846154,0.363636364,0.216216216,0,0,0,0.25,0.25,0,0.370370375,0.411111116,0.377777788,0.530864206,0.800000012,0.814814826,0.813333356,0.82962964,0.357142857,0,0,0,4,7,1,1,2,4,2,3,-3,-2,-1,0
40,irene,edith,0,0,0,0,0.4,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.5,0.25,0.333333333,0.25,0.333333343,0.472222239,0.345833354,0.49444446,0.666666687,0.619047642,0.688888927,0.644444466,0.2,0,0,0,5,5,1,2,3,2,2,3,0,1,-1,-1
41,mintche,adam,0,0,0,0,0.142857143,0,0,0.181818182,0.181818182,0.25,0.25,0.142857143,0.142857143,0.142857143,0.25,0.181818182,0.142857143,0.25,0.181818182,0.142857143,0.25,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0.121212125,0.24242425,0.127272736,0.250505057,0.250000007,0.358024703,0.258333348,0.372839517,0.214285714,0,0,0,7,4,1,2,2,2,5,2,3,0,3,-1
42,angile,adaud,0.166666667,0.166666667,0.455555556,0.51,0.166666667,0.51,0.51,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0,0,0,0.142857143,0.166666667,0.153846154,0,0,0,0.125,0.142857143,0.133333333,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0.153846154,0.166666667,0.142857143,0.133333333,0.142857143,0.125,0.064516129,0.076923077,0.070175439,0,0,0,0.25,0.5,0.25,0.25,0.25,0.25,0.233333337,0.366666675,0.236666673,0.375555563,0.333333339,0.458333343,0.338095248,0.469444454,0.25,0,0,0,6,5,1,2,3,3,3,2,1,0,1,-1
43,carolina,adim,0.25,0.25,0.583333333,0.583333333,0.25,0.583333333,0.583333333,0.166666667,0.166666667,0.25,0.25,0.125,0.125,0.175,0.35,0.233333333,0.25,0.5,0.333333333,0.25,0.5,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.25,0.125,0,0,0,0,0,0,0.166666667,0.25,0.125,0,0,0,0,0,0,0.048780488,0.095238095,0.064516129,0,0,0,0,0,0,0.25,0,0,0.370370381,0.377777791,0.381481502,0.395555568,0.518518534,0.566666687,0.533333361,0.582222241,0.3125,0,0,0,8,4,4,2,4,2,4,2,4,2,2,2
44,clementine,eddie,0.3,0.3,0.522222222,0.522222222,0.3,0.522222222,0.522222222,0.133333333,0.133333333,0.2,0.2,0.1,0.1,0.14,0.28,0.186666667,0.3,0.6,0.4,0.3,0.6,0.4,0,0,0,0.090909091,0.166666667,0.117647059,0,0,0,0.083333333,0.142857143,0.105263158,0.266666667,0.4,0.2,0,0,0,0,0,0,0.266666667,0.4,0.2,0,0,0,0,0,0,0.098039216,0.192307692,0.12987013,0.048780488,0.125,0.070175439,0,0,0,0,0,0,0.305555562,0.398148159,0.313888902,0.40925927,0.57575759,0.629629652,0.587878812,0.648148169,0.35,0,0,0,10,5,1,1,4,3,6,2,5,1,4,0
45,christina,adelia,0.222222222,0.222222222,0.518518519,0.518518519,0.222222222,0.518518519,0.518518519,0.133333333,0.133333333,0.166666667,0.166666667,0.111111111,0.111111111,0.155555556,0.233333333,0.186666667,0.222222222,0.333333333,0.266666667,0.222222222,0.333333333,0.266666667,0,0,0,0.1,0.142857143,0.117647059,0,0,0,0.090909091,0.125,0.105263158,0.133333333,0.166666667,0.111111111,0,0,0,0,0,0,0.133333333,0.166666667,0.111111111,0,0,0,0,0,0,0.086956522,0.129032258,0.103896104,0.027777778,0.047619048,0.035087719,0,0,0,0,0,0,0.230769235,0.324786333,0.235897445,0.331623939,0.500000012,0.585858605,0.51000002,0.60202022,0.333333333,0,0,0,9,6,3,3,3,4,6,2,3,-1,4,0
46,joseph,addie,0,0,0.455555556,0.455555556,0.166666667,0.455555556,0.455555556,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0.25,0.200000006,0.322222233,0.206666678,0.331111121,0.380952392,0.541666687,0.39047621,0.558333352,0.166666667,0,0,0,6,5,2,1,2,3,4,2,1,-1,2,1
47,s,victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148148153,0.211111116,0.151851859,0.220000005,0.666666687,0.703703721,0.683333367,0.733333349,0.125,0,0,0,1,8,1,3,0,4,1,4,-7,-4,-3,-2
48,adele,adelaide,0.625,0.625,0.875,0.925,0.625,0.925,0.925,0.615384615,0.615384615,0.8,0.8,0.5,0.5,0.55,0.88,0.676923077,0.625,1,0.769230769,0.625,1,0.769230769,0.428571429,0.75,0.545454545,0.555555556,0.833333333,0.666666667,0.333333333,0.666666667,0.444444444,0.5,0.714285714,0.588235294,0.615384615,0.8,0.5,0.545454545,0.75,0.428571429,0.444444444,0.666666667,0.333333333,0.615384615,0.8,0.5,0.533333333,0.666666667,0.444444444,0.470588235,0.571428571,0.4,0.43902439,0.692307692,0.537313433,0.35483871,0.6875,0.468085106,0.75,0.75,0.75,1,0.75,0.75,0.708333336,0.655555558,0.712500006,0.660000002,0.944444448,0.93650794,0.950000008,0.942857146,0.6875,0.608695652,0.736842105,0.518518519,5,8,1,1,3,5,2,3,-3,-2,-1,0
49,hiram,adelor,0,0,0,0,0.333333333,0,0,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.233333333,0.28,0.254545455,0.333333333,0.4,0.363636364,0.333333333,0.4,0.363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0.296296305,0.322222233,0.307407426,0.434567915,0.555555572,0.619047642,0.572222253,0.644444466,0.25,0,0,0,5,6,2,3,2,3,3,3,-1,-1,0,-1
50,albert,adele,0.333333333,0.333333333,0.588888889,0.63,0.5,0.63,0.63,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.233333333,0.28,0.254545455,0.5,0.6,0.545454545,0.5,0.6,0.545454545,0,0,0,0.142857143,0.166666667,0.153846154,0,0,0,0.125,0.142857143,0.133333333,0.545454545,0.6,0.5,0,0,0,0,0,0,0.545454545,0.6,0.5,0.153846154,0.166666667,0.142857143,0.133333333,0.142857143,0.125,0.161290323,0.192307692,0.175438596,0.095238095,0.125,0.108108108,0.25,0.5,0.25,0.25,0.25,0,0.458333343,0.597222239,0.470833354,0.61944446,0.619047633,0.666666687,0.633333359,0.688888907,0.416666667,0,0,0,6,5,2,1,2,3,4,2,1,-1,2,1
51,scholastique,adelle,0.166666667,0.166666667,0.333333333,0.333333333,0.25,0.333333333,0.333333333,0.111111111,0.111111111,0.166666667,0.166666667,0.083333333,0.083333333,0.116666667,0.233333333,0.155555556,0.25,0.5,0.333333333,0.25,0.5,0.333333333,0,0,0,0.076923077,0.142857143,0.1,0,0,0,0.071428571,0.125,0.090909091,0.111111111,0.166666667,0.083333333,0,0,0,0,0,0,0.111111111,0.166666667,0.083333333,0,0,0,0,0,0,0.032786885,0.064516129,0.043478261,0,0,0,0.25,0,0,0.5,0,0.25,0.309523817,0.318518527,0.31666668,0.330370378,0.333333341,0.420634934,0.341025655,0.433333346,0.333333333,0,0,0,12,6,1,1,5,3,7,3,6,2,4,0
52,rebecca,adele,0.142857143,0.142857143,0.561904762,0.561904762,0.428571429,0.561904762,0.561904762,0.166666667,0.166666667,0.2,0.2,0.142857143,0.142857143,0.2,0.28,0.233333333,0.428571429,0.6,0.5,0.428571429,0.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.4,0.285714286,0,0,0,0,0,0,0.333333333,0.4,0.285714286,0,0,0,0,0,0,0.083333333,0.115384615,0.096774194,0.076923077,0.125,0.095238095,0.25,0.25,0.25,0.25,0,0.25,0.500000015,0.400000012,0.516666695,0.411111122,0.583333351,0.629629652,0.600000031,0.646913601,0.428571429,0,0,0,7,5,3,1,3,3,4,2,2,0,2,2
53,annie,adelia,0.333333333,0.333333333,0.588888889,0.63,0.5,0.63,0.63,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.233333333,0.28,0.254545455,0.5,0.6,0.545454545,0.5,0.6,0.545454545,0,0,0,0.142857143,0.166666667,0.153846154,0,0,0,0.125,0.142857143,0.133333333,0.545454545,0.6,0.5,0,0,0,0,0,0,0.545454545,0.6,0.5,0.153846154,0.166666667,0.142857143,0.133333333,0.142857143,0.125,0.129032258,0.153846154,0.140350877,0,0,0,0.5,0.5,0.5,0.25,0.333333333,0.5,0.458333343,0.493827171,0.470833354,0.638888903,0.611111124,0.714285731,0.627777805,0.730158746,0.416666667,0,0,0,5,6,1,3,3,4,2,2,-1,-1,0,-2
54,charolette,ada,0.1,0.1,0.477777778,0.477777778,0.1,0.477777778,0.477777778,0.153846154,0.153846154,0.333333333,0.333333333,0.1,0.1,0.1,0.333333333,0.153846154,0.1,0.333333333,0.153846154,0.1,0.333333333,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.333333333,0.1,0,0,0,0,0,0,0.153846154,0.333333333,0.1,0,0,0,0,0,0,0.019607843,0.0625,0.029850746,0,0,0,0,0,0,0.25,0.25,0,0.24242425,0.268518527,0.172222232,0.279629638,0.24242425,0.361111124,0.248484861,0.372222235,0.3,0,0,0,10,3,1,2,4,2,6,1,7,2,5,-1
55,amna,adalade,0.285714286,0.285714286,0.595238095,0.635714286,0.285714286,0.635714286,0.635714286,0.181818182,0.181818182,0.25,0.25,0.142857143,0.142857143,0.142857143,0.25,0.181818182,0.285714286,0.5,0.363636364,0.285714286,0.5,0.363636364,0,0,0,0.125,0.2,0.153846154,0,0,0,0.111111111,0.166666667,0.133333333,0.363636364,0.5,0.285714286,0,0,0,0,0,0,0.363636364,0.5,0.285714286,0.153846154,0.2,0.125,0.133333333,0.166666667,0.111111111,0.083333333,0.142857143,0.105263158,0.038461538,0.090909091,0.054054054,0.25,0.25,0.25,0.25,0.25,0.25,0.375000007,0.469135814,0.383333348,0.479012357,0.600000012,0.703703721,0.613333356,0.718518535,0.285714286,0,0,0,4,7,2,1,2,4,2,3,-3,-2,-1,1
56,regina,adaline,0.285714286,0.285714286,0.53968254,0.53968254,0.571428571,0.53968254,0.53968254,0.307692308,0.307692308,0.333333333,0.333333333,0.285714286,0.285714286,0.342857143,0.4,0.369230769,0.571428571,0.666666667,0.615384615,0.571428571,0.666666667,0.615384615,0.166666667,0.2,0.181818182,0.125,0.142857143,0.133333333,0,0,0,0,0,0,0.307692308,0.333333333,0.285714286,0.181818182,0.2,0.166666667,0,0,0,0.307692308,0.333333333,0.285714286,0.133333333,0.142857143,0.125,0,0,0,0.138888889,0.161290323,0.149253731,0.076923077,0.095238095,0.085106383,0,0,0,0.25,0.25,0,0.481481493,0.500000012,0.49629632,0.515555567,0.714285731,0.694444463,0.733333366,0.719444461,0.428571429,0,0,0,6,7,3,1,3,4,3,3,-1,-1,0,2
57,johanna,adelin,0.142857143,0.142857143,0.436507937,0.436507937,0.285714286,0.436507937,0.436507937,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.2,0.233333333,0.215384615,0.285714286,0.333333333,0.307692308,0.285714286,0.333333333,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0.027777778,0.032258065,0.029850746,0,0,0,0,0,0,0.25,0.25,0,0.24242425,0.205128211,0.175000012,0.357575769,0.500000015,0.567901254,0.520833366,0.590123475,0.285714286,0,0,0,7,6,3,3,3,3,4,3,1,0,1,0
58,lizzie,adeline,0.285714286,0.285714286,0.53968254,0.53968254,0.428571429,0.53968254,0.53968254,0.307692308,0.307692308,0.333333333,0.333333333,0.285714286,0.285714286,0.285714286,0.333333333,0.307692308,0.428571429,0.5,0.461538462,0.428571429,0.5,0.461538462,0.166666667,0.2,0.181818182,0.25,0.285714286,0.266666667,0,0,0,0.111111111,0.125,0.117647059,0.307692308,0.333333333,0.285714286,0,0,0,0,0,0,0.307692308,0.333333333,0.285714286,0.133333333,0.142857143,0.125,0.117647059,0.125,0.111111111,0.166666667,0.193548387,0.179104478,0.115384615,0.142857143,0.127659574,0,0,0,0,0.25,0,0.303030307,0.424242431,0.406666678,0.535555565,0.666666678,0.722222239,0.680952404,0.738888904,0.357142857,0,0,0,6,7,1,1,3,4,3,3,-1,-1,0,0
59,cora,delina,0.166666667,0.166666667,0.472222222,0.472222222,0.166666667,0.472222222,0.472222222,0.2,0.2,0.25,0.25,0.166666667,0.166666667,0.2,0.3,0.24,0.166666667,0.25,0.2,0.166666667,0.25,0.2,0,0,0,0.142857143,0.2,0.166666667,0,0,0,0.125,0.166666667,0.142857143,0.2,0.25,0.166666667,0,0,0,0,0,0,0.2,0.25,0.166666667,0.166666667,0.2,0.142857143,0.142857143,0.166666667,0.125,0.064516129,0.095238095,0.076923077,0,0,0,0.25,0.25,0.25,0.25,0,0.25,0.259259264,0.407407416,0.26296297,0.417283959,0.466666675,0.611111124,0.473333347,0.625925938,0.333333333,0,0,0,4,6,2,3,2,3,2,3,-2,-1,-1,-1
60,janeann,electa,0.142857143,0.142857143,0.53968254,0.53968254,0.285714286,0.53968254,0.53968254,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.142857143,0.166666667,0.153846154,0.285714286,0.333333333,0.307692308,0.285714286,0.333333333,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0.307692308,0.333333333,0.285714286,0,0,0,0,0,0,0.307692308,0.333333333,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266666675,0.433333349,0.381481502,0.446666682,0.583333351,0.604938295,0.600000031,0.629629652,0.214285714,0,0,0,7,6,2,3,3,3,4,3,1,0,1,-1
61,elizabith,adela,0.111111111,0.111111111,0.644444444,0.644444444,0.333333333,0.644444444,0.644444444,0.285714286,0.285714286,0.4,0.4,0.222222222,0.222222222,0.266666667,0.48,0.342857143,0.333333333,0.6,0.428571429,0.333333333,0.6,0.428571429,0.125,0.25,0.166666667,0.1,0.166666667,0.125,0,0,0,0,0,0,0.428571429,0.6,0.333333333,0.166666667,0.25,0.125,0,0,0,0.428571429,0.6,0.333333333,0.125,0.166666667,0.1,0,0,0,0.043478261,0.076923077,0.055555556,0.055555556,0.125,0.076923077,0,0.25,0.25,0.25,0.25,0,0.433333343,0.434343446,0.258333345,0.450505062,0.433333343,0.535353552,0.443333352,0.551515167,0.222222222,0,0,0,9,5,4,3,4,3,5,2,4,1,3,1
62,alexander,adjuton,0.111111111,0.111111111,0.502645503,0.552380952,0.333333333,0.552380952,0.552380952,0.125,0.125,0.142857143,0.142857143,0.111111111,0.111111111,0.155555556,0.2,0.175,0.333333333,0.428571429,0.375,0.333333333,0.428571429,0.375,0,0,0,0.1,0.125,0.111111111,0,0,0,0.090909091,0.111111111,0.1,0.25,0.285714286,0.222222222,0,0,0,0,0,0,0.25,0.285714286,0.222222222,0.111111111,0.125,0.1,0.1,0.111111111,0.090909091,0.065217391,0.083333333,0.073170732,0.027777778,0.038461538,0.032258065,0.5,0.5,0.5,0.25,0.25,0.5,0.282051288,0.367521378,0.221428582,0.377777787,0.500000012,0.585858605,0.513333356,0.606060624,0.277777778,0,0,0,9,7,4,3,4,3,5,4,2,1,1,1
63,betsy,adjutor,0.142857143,0.142857143,0.447619048,0.447619048,0.142857143,0.447619048,0.447619048,0.166666667,0.166666667,0.2,0.2,0.142857143,0.142857143,0.2,0.28,0.233333333,0.142857143,0.2,0.166666667,0.142857143,0.2,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.2,0.142857143,0,0,0,0,0,0,0.166666667,0.2,0.142857143,0,0,0,0,0,0,0.027777778,0.038461538,0.032258065,0,0,0,0.5,0.5,0.25,0,0.25,0.25,0.266666675,0.481481499,0.273333347,0.496296313,0.444444458,0.619047642,0.455555578,0.63809526,0.214285714,0,0,0,5,7,2,3,1,3,4,4,-2,-2,0,-1
64,chirity,louis,0.142857143,0.142857143,0.447619048,0.447619048,0.142857143,0.447619048,0.447619048,0.166666667,0.166666667,0.2,0.2,0.142857143,0.142857143,0.142857143,0.2,0.166666667,0.142857143,0.2,0.166666667,0.142857143,0.2,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.2,0.142857143,0,0,0,0,0,0,0.166666667,0.2,0.142857143,0,0,0,0,0,0,0.027777778,0.038461538,0.032258065,0,0,0,0.25,0.25,0.25,0,0,0.25,0.266666675,0.377777791,0.273333347,0.391111124,0.500000015,0.604938295,0.512500025,0.62469138,0.214285714,0,0,0,7,5,3,1,2,3,5,2,2,-1,3,2
65,agness,ada,0.166666667,0.166666667,0.5,0.55,0.166666667,0.55,0.55,0.222222222,0.222222222,0.333333333,0.333333333,0.166666667,0.166666667,0.166666667,0.333333333,0.222222222,0.166666667,0.333333333,0.222222222,0.166666667,0.333333333,0.222222222,0,0,0,0.142857143,0.25,0.181818182,0,0,0,0.125,0.2,0.153846154,0.222222222,0.333333333,0.166666667,0,0,0,0,0,0,0.222222222,0.333333333,0.166666667,0.181818182,0.25,0.142857143,0.153846154,0.2,0.125,0.064516129,0.125,0.085106383,0,0,0,0.25,0.5,0.25,0.333333333,0.25,0.25,0.291666672,0.458333343,0.188888894,0.469444454,0.333333339,0.458333343,0.338095248,0.469444454,0.416666667,0,0,0,6,3,2,2,2,2,4,1,3,0,3,0
